Emp Id,First Name,Last Name,Gender,Email,Date of Birth,Age,Weight,Date of Joining,Experience,Salary,Phone Number,County,City,State,Zip,Region
199896,Kirstin,Grove,F,kirstin.grove@gmail.com,8/16/1958,58.99,46,11-12-1997,19.72,62507,303-767-3509,Larimer,Red Feather Lakes,CO,80545,West
424491,Colin,Graff,M,colin.graff@aol.com,12/16/1979,37.64,59,10/20/2002,14.78,79331,406-705-5669,Flathead,Lake Mc Donald,MT,59921,West
380643,Rudolph,Flores,M,rudolph.flores@cox.net,7/22/1976,41.04,85,03-03-1999,18.42,132249,215-738-9239,Delaware,Haverford,PA,19041,Northeast
122373,Renee,Jaquez,F,renee.jaquez@aol.com,9/23/1960,56.88,46,8/23/2014,2.93,93328,239-785-8922,Miami-Dade,Miami,FL,33174,South
233284,Azalee,Kerley,F,azalee.kerley@gmail.com,10-10-1970,46.83,52,8/25/2016,0.92,160588,231-370-8340,Crawford,Frederic,MI,49733,Midwest
281140,Broderick,Mazurek,M,broderick.mazurek@cox.net,12/15/1971,45.65,66,02-09-2005,12.47,137317,270-510-3311,Bow,Bow,KY,42714,South
273585,Armanda,Scherer,F,armanda.scherer@aol.com,9/16/1978,38.89,53,03-10-2014,3.39,61611,215-826-7633,Lancaster,Stevens,PA,17578,Northeast
499322,Seth,Hardie,M,seth.hardie@gmail.com,2/28/1985,32.43,84,3/17/2007,10.37,195281,205-987-1362,Franklin,Russellville,AL,35654,South
935119,Katharina,Theisen,F,katharina.theisen@shell.com,5/23/1963,54.22,43,05-04-1985,32.25,64613,303-973-1595,El Paso,Colorado Springs,CO,80970,West
899811,Boyd,Woody,M,boyd.woody@gmail.com,10-07-1964,52.84,60,03-10-2002,15.39,155592,252-559-5753,Mitchell,Penland,NC,28765,South
245048,Von,Castor,M,von.castor@gmail.com,09-08-1979,37.91,83,11/16/2016,0.7,55732,252-937-7360,Northampton,Henrico,NC,27842,South
658068,Fernando,Fannin,M,fernando.fannin@hotmail.co.uk,3/30/1961,56.37,88,7/14/2015,2.04,106082,262-248-4324,Green,New Glarus,WI,53574,Midwest
461705,Manual,Stamps,M,manual.stamps@aol.com,7/19/1960,57.06,59,2/26/1993,24.43,52718,218-952-9718,St. Louis,Duluth,MN,55801,Midwest
756033,Del,Mejia,M,del.mejia@yahoo.com,03-09-1980,37.41,72,3/15/2001,16.38,109751,236-412-5066,Halifax,Cluster Springs,VA,24535,South
257326,Adelaide,Cassell,F,adelaide.cassell@yahoo.com,9/20/1980,36.88,53,6/20/2016,1.1,157825,480-961-5913,Gila,Miami,AZ,85539,West
322838,Lecia,Hooten,F,lecia.hooten@gmail.com,1/22/1978,39.54,49,1/26/2001,16.51,106092,209-971-9331,Humboldt,Mckinleyville,CA,95519,West
807020,Myesha,Lamb,F,myesha.lamb@yahoo.co.uk,6/30/1984,33.1,45,2/14/2013,4.45,133821,215-359-4156,Westmoreland,Wendel,PA,15691,Northeast
145652,Katheryn,Poisson,F,katheryn.poisson@yahoo.com,08-02-1984,33.01,46,1/14/2006,11.54,143046,262-661-8351,Columbia,Arlington,WI,53911,Midwest
145110,Ryan,Rohrer,M,ryan.rohrer@gmail.com,12/20/1990,26.62,80,11/18/2014,2.69,68134,215-542-7460,Northumberland,Potts Grove,PA,17865,Northeast
489565,Jude,Oster,F,jude.oster@hotmail.com,02-03-1962,55.52,51,1/18/2009,8.53,64579,406-852-2734,Carbon,Bearcreek,MT,59007,West
149938,Marinda,Hathorn,F,marinda.hathorn@gmail.com,3/20/1958,59.4,58,01-04-1994,23.58,110116,303-995-8169,Weld,Stoneham,CO,80754,West
143158,Ian,Freeze,M,ian.freeze@gmail.com,05-11-1986,31.24,83,04-06-2012,5.31,58886,209-636-0040,Placer,Carnelian Bay,CA,96140,West
962706,Jimmy,Dunlap,M,jimmy.dunlap@hotmail.com,1/15/1969,48.56,88,6/29/2001,16.09,186435,270-525-8924,Henry,Turners Station,KY,40075,South
273103,Ivan,Forest,M,ivan.forest@shaw.ca,7/17/1969,48.06,74,10/21/1991,25.79,152218,229-349-4241,Grady,Calvary,GA,31729,South
534783,Noe,Horrocks,M,noe.horrocks@yahoo.com,10-05-1958,58.85,55,7/14/1985,32.06,159584,215-610-1275,Philadelphia,Philadelphia,PA,19160,Northeast
893352,Steve,Yarborough,M,steve.yarborough@gmail.com,6/14/1977,40.15,73,01-07-2007,10.56,133335,308-324-0713,Thayer,Gilead,NE,68362,Midwest
331264,Irving,Wachter,M,irving.wachter@gmail.com,5/29/1959,58.21,62,03-03-2006,11.41,134532,603-250-0674,Cheshire,Hinsdale,NH,3451,Northeast
198897,Daisy,Mccalla,F,daisy.mccalla@earthlink.net,12/15/1971,45.65,45,9/30/2009,7.83,153588,907-639-1238,Nome (CA),Shaktoolik,AK,99771,West
663000,Thelma,Ballou,F,thelma.ballou@yahoo.com,12-04-1963,53.68,44,7/28/1989,28.02,178484,209-712-1481,Orange,San Juan Capistrano,CA,92693,West
125239,Randi,Fillmore,F,randi.fillmore@ibm.com,11-02-1991,25.75,47,9/29/2016,0.83,47614,423-965-9003,Hancock,Sneedville,TN,37869,South
452660,Wanda,Manners,F,wanda.manners@yahoo.com,12/23/1994,22.61,43,6/23/2016,1.1,198767,270-487-1964,Clay,Garrard,KY,40941,South
383538,Nicolas,Staub,M,nicolas.staub@aol.com,8/24/1992,24.94,67,1/24/2015,2.51,99674,505-221-3606,Bernalillo,Albuquerque,NM,87154,West
462593,Jerry,Haith,M,jerry.haith@gmail.com,8/23/1988,28.95,72,3/26/2015,2.34,123855,212-533-9295,Allegany,Houghton,NY,14744,Northeast
777025,Fernando,Laliberte,M,fernando.laliberte@gmail.com,02-02-1969,48.52,58,02-07-2011,6.47,100599,303-320-6045,Pueblo,Pueblo,CO,81004,West
345611,Landon,Welker,M,landon.welker@gmail.com,09-01-1960,56.94,56,1/27/2005,12.51,92505,304-930-4554,Raleigh,Bolt,WV,25817,South
715318,Orville,Bakke,M,orville.bakke@aol.com,04-11-1970,47.33,60,6/25/1999,18.1,140371,216-521-3729,Ottawa,Lacarne,OH,43439,Midwest
546464,Hung,Mcbrayer,M,hung.mcbrayer@exxonmobil.com,7/29/1987,30.02,85,1/20/2016,1.52,76022,201-729-7725,Passaic,Wayne,NJ,7470,Northeast
176670,Bruce,Bingaman,M,bruce.bingaman@aol.com,10-05-1968,48.84,64,10/15/1994,22.8,61324,215-677-5470,Berks,Kutztown,PA,19530,Northeast
748453,Brian,Pettway,F,brian.pettway@yahoo.co.uk,09-06-1963,53.93,40,08-08-2015,1.97,158650,270-599-2701,Magoffin,Gunlock,KY,41632,South
368119,Ling,Reiter,F,ling.reiter@hotmail.com,3/24/1973,44.38,42,02-04-2012,5.48,136977,423-489-6489,Benton,Eva,TN,38333,South
115188,Millicent,Tu,F,millicent.tu@apple.com,6/25/1991,26.11,42,10/19/2015,1.78,181088,252-981-2279,Gaston,Gastonia,NC,28055,South
778007,Ike,Cauley,M,ike.cauley@gmail.com,12/24/1994,22.61,64,5/18/2016,1.19,141479,479-350-3412,Clark,Alpine,AR,71920,South
355252,Wilburn,Vallee,M,wilburn.vallee@gmail.com,3/27/1963,54.38,88,8/29/2011,5.92,52131,212-337-3163,Oneida,Clinton,NY,13323,Northeast
204191,Jacqui,Tully,F,jacqui.tully@gmail.com,3/23/1985,32.37,54,08-11-2011,5.97,94696,308-201-9269,Dodge,Ames,NE,68621,Midwest
415347,Chrissy,Murillo,F,chrissy.murillo@gmail.com,11-06-1970,46.76,50,01-11-2016,1.55,153437,319-897-0964,Shelby,Irwin,IA,51446,Midwest
674621,Deana,Muldoon,F,deana.muldoon@aol.com,12/19/1976,40.63,60,06-02-2016,1.15,87909,212-276-8501,Monroe,Rochester,NY,14602,Northeast
274133,Spencer,Lozada,M,spencer.lozada@gmail.com,12-03-1984,32.67,57,08-02-2015,1.99,182413,308-913-5198,Pierce,Foster,NE,68737,Midwest
954710,Christal,Kucera,F,christal.kucera@exxonmobil.com,10/24/1963,53.8,57,09-04-1991,25.92,155142,217-757-1953,Lake,Deerfield,IL,60015,Midwest
420086,Jordon,Kendall,M,jordon.kendall@rediffmail.com,4/15/1972,45.32,69,01-09-2008,9.56,98235,505-407-4288,Lea,Maljamar,NM,88264,West
335968,Desmond,Nickels,M,desmond.nickels@earthlink.net,5/29/1983,34.19,57,04-09-2010,7.31,75115,215-718-1874,Chester,Phoenixville,PA,19460,Northeast
707842,Chantel,Carson,F,chantel.carson@yahoo.ca,4/23/1984,33.28,46,02-11-2016,1.46,155989,210-822-0564,El Paso,El Paso,TX,88572,South
733660,Kevin,Gullett,M,kevin.gullett@gmail.com,10-04-1976,40.84,78,10-05-2002,14.82,148829,605-282-6922,Kingsbury,Hetland,SD,57244,Midwest
731890,Modesto,Satterwhite,M,modesto.satterwhite@hotmail.com,02-10-1982,35.48,80,02-02-2006,11.49,93930,217-569-5259,DuPage,Glen Ellyn,IL,60138,Midwest
676817,Donn,Wagstaff,M,donn.wagstaff@gmail.com,02-06-1969,48.5,62,9/20/2010,6.86,197758,907-964-7160,Yukon-Koyukuk (CA),Nenana,AK,99760,West
523187,Lesa,Cosper,F,lesa.cosper@gmail.com,05-04-1983,34.26,45,10-08-2014,2.81,138883,262-283-3518,Chippewa,Cadott,WI,54727,Midwest
773953,Alva,Gordon,M,alva.gordon@microsoft.com,09-11-1987,29.9,78,9/19/2016,0.85,147683,239-827-9059,Pinellas Park,Pinellas Park,FL,34666,South
596471,Celesta,Levin,F,celesta.levin@gmail.com,10/24/1984,32.78,46,11/23/2010,6.68,134750,252-765-9385,Perquimans,Hertford,NC,27944,South
460024,Alejandra,Elliott,F,alejandra.elliott@hotmail.com,05-03-1989,28.25,57,1/17/2011,6.53,163149,209-627-0495,San Francisco,San Francisco,CA,94167,West
598261,Lavonne,Koehn,F,lavonne.koehn@hotmail.com,11/22/1972,44.71,60,9/21/2011,5.85,179155,480-339-0818,Apache,Vernon,AZ,85940,West
719088,Oscar,Lukas,F,oscar.lukas@verizon.net,07-12-1992,25.06,49,6/25/2017,0.09,97534,480-368-5749,Maricopa,Phoenix,AZ,85099,West
472219,Tyler,Lackey,M,tyler.lackey@hotmail.com,7/17/1982,35.05,63,3/27/2012,5.34,113205,701-600-4675,McHenry,Norwich,ND,58768,Midwest
143762,Tonia,Randazzo,F,tonia.randazzo@earthlink.net,07-07-1985,32.08,51,1/30/2012,5.5,143761,605-945-0510,Moody,Flandreau,SD,57028,Midwest
280773,Era,Santoro,F,era.santoro@aol.com,04-06-1971,46.34,58,3/20/2014,3.36,49389,304-961-1723,Monongalia,Maidsville,WV,26541,South
359268,Enda,Degroot,F,enda.degroot@gmail.com,12/26/1960,56.62,58,10/22/1992,24.78,130618,205-404-6872,Monroe,Perdue Hill,AL,36470,South
377417,Valene,Farrow,F,valene.farrow@btinternet.com,8/14/1975,41.98,45,9/14/2001,15.88,162586,314-207-1635,Christian,Ozark,MO,65721,Midwest
617623,Garrett,Waring,M,garrett.waring@gmail.com,7/18/1960,57.07,69,2/20/1990,27.45,69719,210-481-8337,Brazoria,Pearland,TX,77581,South
290830,Antionette,Emmert,F,antionette.emmert@hotmail.com,09-03-1965,51.93,51,8/25/2005,11.93,89207,239-442-7989,Lehigh Acres,Lehigh Acres,FL,33976,South
700841,Frank,Atchison,M,frank.atchison@yahoo.com,01-04-1973,44.59,54,06-10-1999,18.15,118078,239-261-4812,Duval,Jacksonville,FL,32237,South
237465,Torrie,Frierson,F,torrie.frierson@comcast.net,01-11-1982,35.57,57,02-07-2009,8.47,79465,210-542-3272,Dallas,Dallas,TX,75233,South
383181,Sean,Daughtry,F,sean.daughtry@gmail.com,5/14/1959,58.25,58,3/23/1993,24.36,81309,314-622-7610,Cole,Jefferson City,MO,65101,Midwest
512602,Bethel,Rountree,F,bethel.rountree@gmail.com,10-07-1970,46.84,56,3/27/2001,16.35,167759,201-601-3875,Mercer,Princeton Junction,NJ,8550,Northeast
813521,Merlin,Burgin,M,merlin.burgin@hotmail.com,06-10-1965,52.17,72,2/14/1990,27.47,62461,216-990-4452,Mahoning,Damascus,OH,44619,Midwest
454328,Cruz,Fitts,M,cruz.fitts@yahoo.com,12/15/1978,38.64,90,01-07-2007,10.56,66195,270-886-5096,Lewis,Quincy,KY,41166,South
956767,Clarice,Broadus,F,clarice.broadus@shell.com,6/27/1971,46.12,45,10/15/1995,21.8,61468,262-782-4463,Clark,Granton,WI,54436,Midwest
674874,Cecil,Laurence,M,cecil.laurence@aol.com,02-11-1970,47.49,77,09-05-2014,2.9,126226,218-483-6139,Lyon,Marshall,MN,56258,Midwest
233171,Romana,Haigh,F,romana.haigh@aol.com,05-05-1985,32.25,57,11-01-2015,1.74,50225,225-365-3175,Ouachita,Monroe,LA,71207,South
920422,Wyatt,Favors,M,wyatt.favors@aol.com,3/29/1961,56.37,89,5/22/1985,32.21,73413,228-248-5114,Adams,Washington,MS,39190,South
938912,Saul,Maris,M,saul.maris@walmart.com,6/19/1989,28.13,66,3/24/2015,2.35,168294,802-898-7527,Windham,South Londonderry,VT,5155,Northeast
364941,Royce,Bodine,M,royce.bodine@gmail.com,9/13/1974,42.9,72,1/19/2014,3.52,100321,803-457-4038,Aiken,Aiken,SC,29802,South
697909,Osvaldo,Day,M,osvaldo.day@sbcglobal.net,8/21/1975,41.96,85,12/25/2002,14.6,84230,423-387-0864,Sullivan,Bristol,TN,37620,South
254723,Hai,Hogg,M,hai.hogg@comcast.net,11/16/1960,56.73,56,06-12-2000,17.14,142533,405-257-3834,Oklahoma,Oklahoma City,OK,73135,South
972682,Arnoldo,Bartz,M,arnoldo.bartz@apple.com,06-03-1989,28.17,63,7/21/2012,5.02,127537,503-434-7935,Baker,Richland,OR,97870,West
153604,Lorette,Trottier,F,lorette.trottier@shaw.ca,06-10-1964,53.17,40,9/19/1993,23.87,82788,385-616-9330,Salt Lake,Salt Lake City,UT,84122,West
995333,Emerson,Waldrup,M,emerson.waldrup@gmail.com,6/25/1989,28.11,81,11/17/2016,0.69,116243,480-583-9899,Pima,Tucson,AZ,85733,West
594440,Ligia,Pereira,F,ligia.pereira@gmail.com,7/16/1988,29.05,47,07-09-2012,5.05,148252,405-871-4264,Bryan,Albany,OK,74721,South
924235,Ileen,Adamski,F,ileen.adamski@yahoo.com,6/28/1989,28.1,46,05-07-2011,6.23,165105,216-276-9320,Montgomery,Dayton,OH,45426,Midwest
275725,Jae,Hannah,M,jae.hannah@verizon.net,8/24/1985,31.95,86,7/17/2007,10.04,165903,240-480-6274,Frederick,Libertytown,MD,21762,South
920853,Gennie,Christ,F,gennie.christ@charter.net,11/23/1975,41.71,59,3/31/1998,19.34,119438,209-801-5167,Sacramento,Sacramento,CA,94284,West
164453,Shyla,Haffner,F,shyla.haffner@gmail.com,2/15/1975,42.48,49,1/23/2006,11.52,61049,503-971-1911,Josephine,Grants Pass,OR,97527,West
841150,Ralph,Edens,M,ralph.edens@gmail.com,5/13/1991,26.23,85,01-06-2015,2.56,59563,303-839-7816,Montrose,Cimarron,CO,81220,West
421898,Claretha,Duggan,F,claretha.duggan@ibm.com,08-10-1975,41.99,45,1/22/2010,7.52,183972,219-293-1627,Marion,Indianapolis,IN,46226,Midwest
124913,Lavern,Rourke,M,lavern.rourke@gmail.com,02-10-1994,23.48,52,11/30/2016,0.66,40895,319-517-4049,Henry,Hillsboro,IA,52630,Midwest
291204,Beryl,Currin,F,beryl.currin@hotmail.com,2/14/1986,31.47,53,10-09-2009,7.81,89685,215-865-4783,Clinton,Mill Hall,PA,17751,Northeast
355209,Miguel,Ruiz,M,miguel.ruiz@gmail.com,10/22/1960,56.8,81,2/28/2003,14.42,154634,225-959-2054,St. Tammany,Folsom,LA,70437,South
641221,Lorriane,Speaks,F,lorriane.speaks@outlook.com,12/19/1976,40.63,49,11/29/2000,16.67,195833,212-624-4645,Westchester,Jefferson Valley,NY,10535,Northeast
737993,Marline,Caruthers,F,marline.caruthers@gmail.com,04-08-1960,57.34,60,08-12-2012,4.96,114101,209-633-6427,Los Angeles,Glendale,CA,91203,West
194367,Andrea,Loving,M,andrea.loving@hotmail.co.uk,04-05-1968,49.35,68,01-04-1999,18.58,63699,205-582-3388,Shelby,Helena,AL,35080,South
974063,Launa,Aquilar,F,launa.aquilar@gmail.com,1/25/1964,53.54,40,7/23/2010,7.02,171692,209-901-3168,Alameda,Oakland,CA,94613,West
688523,Tyler,Kellogg,M,tyler.kellogg@yahoo.com,05-06-1962,55.27,50,10/20/1990,26.79,47354,316-968-7088,Johnson,Shawnee Mission,KS,66221,Midwest
440053,Gwendolyn,Marion,F,gwendolyn.marion@bellsouth.net,09-04-1978,38.92,58,3/17/2016,1.36,91448,231-772-4684,Berrien,Saint Joseph,MI,49085,Midwest
889620,Agustina,Brenneman,F,agustina.brenneman@yahoo.com,11/20/1963,53.72,51,10-01-2016,0.82,135916,307-282-0734,Lincoln,Fairview,WY,83119,West
595117,Dominique,Gilkey,M,dominique.gilkey@yahoo.com,6/26/1992,25.1,87,06-12-2014,3.13,142270,701-451-4790,Pembina,Saint Thomas,ND,58276,Midwest
482696,Fritz,Tomes,M,fritz.tomes@cox.net,9/26/1970,46.87,84,7/28/2000,17.01,93938,236-443-3214,Manassas,Manassas,VA,22110,South
863307,John,Randolph,F,john.randolph@gmail.com,7/20/1971,46.05,42,08-12-2002,14.97,116736,201-886-3704,Sussex,Stillwater,NJ,7875,Northeast
424762,Jame,Mintz,M,jame.mintz@hotmail.com,7/16/1974,43.06,85,2/17/2007,10.45,84936,202-944-2328,District of Columbia,Washington,DC,20078,South
686091,Darrell,Pinkney,M,darrell.pinkney@yahoo.com,12/25/1981,35.61,88,09-03-2008,8.9,100559,203-322-3054,Middlesex,Cobalt,CT,6414,Northeast
787248,Norbert,Muldrow,M,norbert.muldrow@yahoo.ca,02-05-1971,46.51,90,08-09-2002,14.98,43015,210-494-9779,Runnels,Norton,TX,76865,South
217229,Leigh,Ratliff,M,leigh.ratliff@aol.com,05-04-1971,46.27,66,12/13/1999,17.64,197669,262-250-0870,Juneau,New Lisbon,WI,53950,Midwest
893595,Hobert,Gustafson,M,hobert.gustafson@hotmail.com,06-12-1980,37.15,76,10-11-2001,15.81,97646,215-876-6179,Washington,Cokeburg,PA,15324,Northeast
354461,Winfred,Hanes,M,winfred.hanes@comcast.net,6/14/1988,29.14,86,01-06-2013,4.56,135905,505-854-6591,San Miguel,Ribera,NM,87560,West
557529,Jacqualine,Sweeny,F,jacqualine.sweeny@gmail.com,10/18/1959,57.82,56,6/20/1988,29.12,76549,385-890-6043,Salt Lake,Salt Lake City,UT,84118,West
357993,Alton,Costa,M,alton.costa@gmail.com,4/21/1984,33.29,72,2/26/2013,4.42,198358,240-664-6062,Silver Spring,Silver Spring,MD,20900,South
560931,Lettie,Smtih,F,lettie.smtih@gmail.com,01-04-1960,57.6,47,10-04-2003,13.82,151713,225-609-2795,Natchitoches,Marthaville,LA,71450,South
416904,Jacquiline,Yeung,F,jacquiline.yeung@hotmail.com,5/25/1973,44.21,56,1/29/2014,3.5,165309,209-507-6535,Mendocino,Willits,CA,95490,West
732395,Danial,Buckles,M,danial.buckles@yahoo.ca,02-02-1980,37.51,82,12-12-2015,1.63,93533,201-624-3762,Ocean,Ocean Gate,NJ,8740,Northeast
746806,Dick,Fairley,M,dick.fairley@btinternet.com,1/13/1971,46.57,80,4/30/2016,1.24,191821,216-954-1667,Montgomery,Dayton,OH,45401,Midwest
432034,Robby,Ulloa,M,robby.ulloa@gmail.com,3/29/1987,30.35,76,6/18/2009,8.12,78081,252-399-5182,Carteret,Sealevel,NC,28577,South
579856,Forrest,Cota,M,forrest.cota@charter.net,4/25/1979,38.28,85,12-10-2014,2.63,65929,239-871-6519,Citrus,Inverness,FL,34452,South
248098,Cory,Andersen,M,cory.andersen@aol.com,9/17/1985,31.88,86,09-09-2012,4.88,112492,239-217-7195,Orlando,Orlando,FL,32885,South
630469,Mariann,Betts,F,mariann.betts@msn.com,11-09-1982,34.74,47,08-10-2014,2.97,52481,212-370-2564,New York,New York City,NY,10260,Northeast
377616,Trent,Wessels,M,trent.wessels@gmail.com,06-01-1978,39.18,71,5/28/2008,9.17,143481,803-430-8849,Beaufort,Beaufort,SC,29906,South
397840,Cyril,Wampler,M,cyril.wampler@gmail.com,04-11-1993,24.31,78,05-04-2017,0.23,167581,270-258-2676,Calloway,New Concord,KY,42076,South
274398,Salvatore,Norwood,M,salvatore.norwood@earthlink.net,4/16/1977,40.31,55,1/16/2010,7.53,73984,210-730-0134,Matagorda,Elmaton,TX,77440,South
555260,Elizebeth,Eslinger,F,elizebeth.eslinger@gmail.com,06-12-1986,31.15,41,6/30/2009,8.08,48670,252-961-5698,Franklin,Franklinton,NC,27525,South
814399,Clayton,Dearborn,M,clayton.dearborn@yahoo.com,5/30/1984,33.18,58,01-01-2009,8.58,72922,216-218-7791,Logan,Quincy,OH,43343,Midwest
454027,Bryan,Brister,M,bryan.brister@aol.com,06-08-1966,51.17,50,2/18/1998,19.45,185234,239-236-8925,Brevard,Melbourne,FL,32904,South
672893,Morris,Hodgson,M,morris.hodgson@yahoo.com,11-12-1982,34.73,84,08-10-2009,7.97,163096,304-807-4939,Dawmont,Dawmont,WV,26344,South
547491,Isaura,Radcliff,F,isaura.radcliff@ntlworld.com,04-07-1961,56.35,56,07-07-1992,25.07,195124,231-222-1410,Jackson,Norvell,MI,49263,Midwest
163444,Eusebia,Taft,F,eusebia.taft@yahoo.com,4/26/1976,41.28,42,7/25/2002,15.02,192196,231-645-2558,Oakland,Clawson,MI,48017,Midwest
207456,Ione,Mick,F,ione.mick@gmail.com,5/25/1989,28.19,57,1/23/2015,2.51,111515,907-805-2650,Aleutians West (CA),Nikolski,AK,99638,West
233135,Nydia,Seal,F,nydia.seal@gmail.com,06-04-1960,57.19,52,3/22/2007,10.36,51947,210-218-9909,Goliad,Fannin,TX,77960,South
294065,Agustin,Finkelstein,M,agustin.finkelstein@gmail.com,1/14/1958,59.58,73,9/28/2003,13.84,125483,231-633-2922,Baraga,Watton,MI,49970,Midwest
530708,Monte,Corso,M,monte.corso@yahoo.com,11-12-1981,35.73,89,11/28/2013,3.67,50373,406-501-9538,Gallatin,Gallatin Gateway,MT,59730,West
506923,Herman,Crossley,M,herman.crossley@yahoo.com,12-08-1960,56.67,69,10-06-1985,31.83,189208,210-770-8285,Wilson,La Vernia,TX,78121,South
686515,Isaiah,Mcgee,M,isaiah.mcgee@aol.com,4/30/1973,44.27,61,12/30/1996,20.59,102188,701-407-2270,Grand Forks,Grand Forks,ND,58201,Midwest
434144,Elijah,Kuhlman,M,elijah.kuhlman@bellsouth.net,4/26/1962,55.29,86,01-06-2013,4.56,124799,212-842-5583,Cattaraugus,East Randolph,NY,14730,Northeast
276489,Lavon,Voyles,F,lavon.voyles@gmail.com,12/22/1987,29.62,54,05-08-2011,6.23,122310,236-639-2211,Orange,Unionville,VA,22567,South
993757,Christinia,Gossett,F,christinia.gossett@yahoo.com,04-05-1958,59.35,48,02-03-1990,27.5,123752,225-791-7435,East Baton Rouge,Baton Rouge,LA,70813,South
275708,Carlo,Delancey,M,carlo.delancey@yahoo.com,12-03-1975,41.68,87,02-10-2010,7.47,47501,215-740-1748,York,Etters,PA,17319,Northeast
517476,Twila,Cherry,F,twila.cherry@aol.com,12-07-1991,25.66,47,05-12-2013,4.21,122025,229-623-7247,Decatur,Bainbridge,GA,39817,South
140423,Letha,Dibble,F,letha.dibble@bp.com,04-04-1960,57.35,51,1/16/2017,0.53,191138,209-841-6551,San Diego,San Diego,CA,92130,West
393491,Kenton,Lindo,M,kenton.lindo@aol.com,09-03-1983,33.92,66,02-09-2011,6.47,95743,209-556-4201,Butte,Berry Creek,CA,95916,West
879674,Lekisha,Fleming,F,lekisha.fleming@btinternet.com,12-05-1988,28.66,57,5/13/2011,6.21,116098,304-312-0570,McDowell,Skygusty,WV,24883,South
740515,Ettie,Fitzsimmons,F,ettie.fitzsimmons@yahoo.com,7/30/1960,57.03,58,07-03-1998,19.08,162524,316-875-8264,Saline,Falun,KS,67442,Midwest
699822,Mica,Pang,F,mica.pang@rediffmail.com,06-07-1979,38.17,60,3/17/2003,14.38,170776,217-710-9564,DuPage,Clarendon Hills,IL,60514,Midwest
585302,Maybell,Connors,F,maybell.connors@ntlworld.com,1/21/1984,33.54,50,5/15/2009,8.21,53433,228-851-8627,Grenada,Grenada,MS,38901,South
249771,Andrea,Goings,M,andrea.goings@gmail.com,1/14/1963,54.57,77,1/30/1986,31.51,113223,219-534-5806,Allen,Woodburn,IN,46797,Midwest
349191,Marianela,Mcmichael,F,marianela.mcmichael@gmail.com,2/18/1970,47.47,53,4/21/2008,9.27,120562,503-314-4878,Multnomah,Portland,OR,97204,West
939116,Iva,Mead,F,iva.mead@gmail.com,12/16/1987,29.64,54,4/22/2015,2.27,168419,262-866-4318,Columbia,Pardeeville,WI,53954,Midwest
227013,Shirlene,Dustin,F,shirlene.dustin@ibm.com,4/17/1987,30.3,60,11/25/2009,7.68,165230,231-994-3079,Saginaw,Saginaw,MI,48605,Midwest
468084,Michal,Race,M,michal.race@yahoo.com,04-09-1993,24.32,59,9/21/2015,1.85,143652,209-776-8873,Monterey,Monterey,CA,93942,West
708359,Danial,Bautista,M,danial.bautista@gmail.com,05-09-1979,38.25,89,8/22/2005,11.94,91814,205-222-8956,Jefferson,Birmingham,AL,35240,South
597073,Marivel,Book,F,marivel.book@msn.com,6/15/1965,52.15,52,09-03-2010,6.9,107046,228-268-3403,Amite,Gloster,MS,39638,South
157872,Ellena,Leavitt,F,ellena.leavitt@gmail.com,11-04-1965,51.76,46,07-04-2005,12.07,192199,385-687-0895,Weber,Ogden,UT,84404,West
627983,Ellyn,Dunne,F,ellyn.dunne@gmail.com,09-11-1987,29.9,52,9/29/2016,0.83,94192,209-628-6994,Santa Clara,San Jose,CA,95126,West
593463,Sandee,Blalock,F,sandee.blalock@yahoo.com,04-10-1979,38.33,50,04-01-2011,6.33,185859,210-384-4934,Menard,Hext,TX,76848,South
958471,Leroy,Session,M,leroy.session@gmail.com,2/27/1987,30.44,89,07-12-2017,0.04,187918,304-676-8890,Calhoun,Big Bend,WV,26136,South
134659,Jerry,Herold,M,jerry.herold@yahoo.com,03-02-1973,44.44,62,10/27/1994,22.77,180560,480-669-9770,Maricopa,Fort Mcdowell,AZ,85264,West
403567,Refugio,Smalley,M,refugio.smalley@charter.net,9/20/1959,57.89,53,10-07-2014,2.81,116180,240-913-3490,Chance,Chance,MD,21816,South
593316,Micheline,Kerrigan,F,micheline.kerrigan@yahoo.com,9/20/1973,43.88,44,10/27/2013,3.75,198685,252-504-1757,Buncombe,Alexander,NC,28701,South
534648,Dan,Ash,M,dan.ash@yahoo.co.in,7/24/1970,47.04,59,9/26/1997,19.85,113075,228-674-5350,Greene,State Line,MS,39362,South
234469,Bernard,Holzer,M,bernard.holzer@hotmail.com,4/30/1968,49.28,89,10/29/1991,25.76,74189,215-208-9901,Tioga,Morris Run,PA,16939,Northeast
285776,Jude,Harman,M,jude.harman@yahoo.com,8/27/1969,47.95,61,02-02-2000,17.5,187986,217-377-4181,Clinton,Aviston,IL,62216,Midwest
623989,Adrian,Eubanks,F,adrian.eubanks@gmail.com,10/27/1959,57.79,43,1/28/2004,13.51,125182,201-209-0871,Cumberland,Port Elizabeth,NJ,8348,Northeast
744062,Claris,Dunston,F,claris.dunston@outlook.com,10-04-1967,49.85,41,6/29/2017,0.08,107840,270-373-9851,Hopkins,Saint Charles,KY,42453,South
701932,Rick,Simms,M,rick.simms@gmail.com,5/23/1991,26.2,74,06-10-2013,4.13,167122,218-594-3984,Scott,Belle Plaine,MN,56011,Midwest
